,role_title,company_name,company_industry,company_headquarter,company_url,location_of_job,posted_time,collect_date,experience_needed,career_level,education_level,salary,job_categories,skills_and_tools,job_description,job_requirements
96,Sales and Inventory Analyst,Confidential Company ,unknown,unknown,unknown,"Heliopolis, Cairo",Posted 2 months ago,2023-10-11,3 to 5 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Analyst/Research - Sales/Retail ,Microsoft Excel - Sales Analysis - Inventory analysis - Data Analytics - Microsoft Office - Analytics - Data Analyst ,"Responsible for the analysis of the sales and monitor the inventory of the main warehouse and stores warehouses. - Follow up with daily Sales report from Stores and compare them to identify issues. - Check the system, compare it with the sales report, and notify the IT department about any problem. - Report analysis and follow up with the shipments to avoid any problems on the system. - Determine the slow-moving items from the report and put a plan to decrease stock by offer or discount. - Visit the stores weekly to inspect and summarize the issues and concerns regarding the inventory, front stock vs storage, etc. - Suggest any improvements according to the sales analysis report, shipment’s, and inspection. - Collecting daily selling and monitoring data and sending it to the administration after reviewing it. - Doing all needed statistics for the sales. - Inputs into the sales system for each month and quarter - as required - while preserving historical data for sales accomplishments. - Make visits to the branches to review the balances and reports to ensure that the reports are sent correctly ","Sales Operations experience. - 3-5 years of experience as a Data / Sales analyst. - University graduate with Finance / MIS degree. - Strong knowledge of Microsoft Office tools and expert knowledge of Microsoft Excel. - Ability to work collaboratively with a team. - Excellent Command of English Language. - Excellent analytical skills and High creativity ,Hard worker, passionate and excellent team player - "
97,Data Analysis/Analytics Instructor (Excel - Power BI),EpsilonAI,"Computer Software, Training and Coaching","Cairo, Egypt • 51-100 employees",https://wuzzuf.net/jobs/careers/EpsilonAI-Egypt-65111,"Nasr City, Cairo",Posted 22 days ago,2023-10-11,More than 1 year,Experienced (Non-Manager),Bachelor's Degree,"Confidential, Commissions and bonuses",IT/Software Development - Analyst/Research - Training/Instructor ,Analysis - business - Business Intelligence - Data Analysis - Computer Science - Power BI - SQL - Tableau - BI - Data - Information Technology (IT) - Training - SPSS - Sass - SAS ,"As a Data Analysis Instructor, you will guide your Trainees through hands-on exercises, and introduce important tools such as Excel, Power BI - conducting and delivering direct training sessions for internal and external clients - All of our classes are part-time, designed to fit into your work schedule so you will be able to enjoy teaching while still being able to manage your full-time responsibilities at your current company. - Ability to connect and build relationships with Trainees and colleagues from varied ethnicities, ages, backgrounds, learning styles, and abilities - prepare and evaluate diploma assignments, graduation projects, and final exams - answering trainee's questions and providing quick support - Utilizing a variety of training methodologies, techniques, concepts, learning tools, and practices to ensure maximum effectiveness of training programs ","Exceptional communication and presentation skills - Solid Understanding of Microsoft Excel - Solid Understanding of business intelligence and data visualization tools (Power BI, Tableau, etc.) - High-level proficiency with SQL-based query languages and relational data concepts - Experience with customer engagements - Candidates must have a degree in computer science, information technology, information systems, commerce, or a related field. - Acts as a technical mentor guiding Trainees on a technical journey of discovery - Working experience in business intelligence and data analysis - Prior experience teaching a class of Trainees - Experience with statistical packages (SPSS, SAS, Stata, etc.) - Prior experience training employees or colleagues - "
98,Business Analyst,Dafater,Information Technology Services,"Cairo, Egypt • 51-100 employees",https://wuzzuf.net/jobs/careers/BusinessClouds-Saudi-Arabia-27770,"Nasr City, Cairo",Posted 2 months ago,2023-10-11,2 to 4 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development ,Business Analysis - Communication skills - Computer Science - Data Analysis - ERP - Information Technology (IT) - Scrum - analytical - Analysis - Agile - business - Business Administration - Problem Solving - Balsamiq Mockups - Mockups - Client Relation ,"Understand and document client requirements and business processes. - Collaborate with the software development team to translate client requirements into software features. - Perform data analysis to support decision-making processes. - Monitor project progress, identify risks, and ensure timely delivery. - Develop and maintain technical documentation including process maps, use cases, and user manuals.  - Familiarity with various diagram types for modeling business processes is required. - Facilitate user acceptance testing and support user training. - Act as a liaison between stakeholders and the software development team to ensure alignment and communication. - Use mockup tools like Balsamiq for wireframing and preliminary design. - Work in an Agile framework to iterate and improve our product. - Continuously monitor industry trends and technologies to ensure our solutions remain relevant and competitive. ","Bachelor's degree in Business Administration, Information Systems, Computer Science, or related field. - A Master's degree will be a plus. - Certification in business analysis (e.g., CBAP, PMI-PBA) is a plus. - Minimum of 3 years of experience in business analysis, preferably in the SaaS, Cloud, or ERP industry. - Proven experience working in an Agile/Scrum development process. - Familiarity with ERP systems, SaaS technologies, and cloud computing. - Excellent analytical and problem-solving skills. - Strong communication skills, both verbal and written, with the ability to present complex - information to a variety of audiences. - Proficient in data analysis tools and methodologies. - Ability to handle multiple projects simultaneously and meet deadlines. - "
99,Data Analytics,DXC.technology,unknown,"Riyadh, Saudi Arabia • ",https://wuzzuf.net/jobs/careers/DXC.technology-Saudi Arabia-91492,"Cairo, Egypt",Posted 1 month ago,2023-10-11,Not Specified,Not specified ,Not Specified,Confidential,IT/Software Development - Analyst/Research - Engineering - Telecom/Technology ,Computer Science - Information Technology (IT) - Data Analysis - Analysis - Data Analytics - Marketing - SQL - Computer Engineering - Analytical - Social Media - Google Analytics - Market Research - SEO - Engineering - English - Software Engineering - Digital Marketing - E-marketing - Media - Software Development ,"Analyzing the as-is data structures and mapping to new to-be data structures - Conducting detailed analyses on business processes and requirements, and producing high quality documentation that is clear, concise, and accessible to business and technical audiences - Writing high-quality, testable user stories to ensure that these can be estimated, delivered by developers, and used to define test automation and which. - Analyzing, understanding, and documenting existing system behavior, including data mapping and transformation to support integration design as well as identification of system features and data requirements. - Data/business analysis is required to identify volumetric requirements for specific use cases to feed into capacity models and performance testing and gather and refine operational requirements. - Understanding and identifying business value and continually communicating and advocating that view to ensure that the delivery is focused around the business needs and delivers that value. - Experience as a data business analyst, working directly with software engineers and business SMEs in an agile environment and ideally as part of a DevOps model. - Experience in producing high-quality data mapping documentation including data cleansing and transformation criteria. - Experience in producing high-quality user stories for hybrid cloud environments, to predefined readiness criteria, including writing detailed acceptance criteria and defining and documenting exception processes. - Experience in supporting and working closely with development teams and assisting testers in developing test scenarios and test automation using BDD/TDD or similar industry standard approach. - Experience with Mainframe and RDBMS platforms - Technical experience with Private and Public cloud platforms such as AWS, Azure, and the likes - Experience with Domain Driven Development - Experience running workshops/requirements gathering events - Experience with Atlassian tools including Jira / Confluence - Experience with SQL – Added by Lobna ",not mentioned
100,Business Analyst,Confidential Company ,unknown,unknown,unknown,"New Cairo, Cairo",Posted 2 months ago,2023-10-11,5 to 15 years,Experienced (Non-Manager),Not Specified,Confidential,Business Development - IT/Software Development ,Analysis - BI - business - Business Analysis - SQL - Tableau ,"Evaluating business processes, anticipating requirements, uncovering areas for improvement, and developing and implementing solutions, perform user testing. - Leading ongoing reviews of business processes and developing optimization strategies. - Staying up to date on the latest process and IT advancements to automate and modernize systems. - Conducting meetings and presentations to share ideas and findings with internal teams. - Performing requirements analysis. Documenting and communicating the results in the form of Project updates, KPI/Performance reporting and other management reports on regular basis. - Effectively communicating your insights and plans to cross-functional team members and management. - Gathering critical information from meetings with various stakeholders and producing useful reports. - Collaborate with cross-functional teams to gather and understand data requirements. - Design and implement data collection systems and processes. - Monitoring deliverables and ensuring timely completion of projects, KPI and performance reporting ",
101,Data Engineer,Carina Wear,Retail,"Cairo, Egypt • 501-1000 employees",https://wuzzuf.net/jobs/careers/Carina-Wear-Office-Egypt-20411,"New Cairo, Cairo",Posted 1 month ago,2023-10-11,0 to 1 year,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Confidential,Analyst/Research - Engineering - Other ,Engineering - Data Engineering - Data Warehousing - Data Warehouse - Analysis - SQL - Computer Science - Information Technology (IT) ,,
102,Software Business Analyst,Safa Soft,"Marketing and Advertising, Computer Software, Information Technology Services","Cairo, Egypt • 51-100 employees",https://wuzzuf.net/jobs/careers/Safa-Tech--Egypt-16743,"Maadi, Cairo",Posted 2 months ago,2023-10-11,3 to 5 years,Experienced (Non-Manager),Not Specified,Confidential,IT/Software Development - Analyst/Research - Engineering - Telecom/Technology ,Agile - Analysis - business - Analyst - Business Administration - Business Analysis - Computer Science - Information Technology (IT) - Business Analyst - Software Development - Software ,"Requirement Gathering: Collaborate with business stakeholders to elicit, analyze, and document business requirements for software projects. Conduct interviews, workshops, and other techniques to gather information effectively. - Business Process Analysis: Evaluate existing business processes and identify opportunities for improvement and automation. Propose innovative solutions to enhance operational efficiency and effectiveness. - Functional Specifications: Translate business requirements into clear and concise functional specifications, including use cases, process flows, and data models. Ensure that the specifications are comprehensive, unambiguous, and aligned with business objectives. - Collaboration and Communication: Act as a liaison between business stakeholders and the development team, facilitating effective communication and understanding. Clearly convey requirements and specifications, and address any questions or concerns from both sides. - Requirement Prioritization: Work with stakeholders to prioritize requirements based on business value, urgency, and feasibility. Assist in creating project timelines and release plans accordingly. - Change Management: Assess the impact of proposed changes on existing systems, processes, and stakeholders. Identify potential risks and develop strategies to mitigate them. - Testing and Quality Assurance: Collaborate with the quality assurance team to define test scenarios and validate that the developed software meets the specified requirements. Participate in user acceptance testing and ensure successful deployment. - Continuous Improvement: Stay updated with industry trends, best practices, and emerging technologies related to software development and business analysis. Recommend process improvements and contribute to the enhancement of the overall software development lifecycle. ","Bachelor's degree in Computer Science, Information Systems, Business Administration, or a related field. A relevant professional certification (e.g., CBAP) is a plus. - Proven experience as a Business Analyst, preferably in software development projects. - Strong analytical and problem-solving skills, with the ability to break down complex concepts into clear and concise specifications. - Excellent communication and interpersonal skills to effectively collaborate with stakeholders at all levels of the organization. - Solid understanding of software development methodologies (e.g., Agile, Waterfall) and experience working in cross-functional teams. - Proficiency in requirements gathering and analysis techniques, such as interviews, workshops, and prototyping. - Familiarity with industry-standard tools for business analysis and requirements management. - Knowledge of software development lifecycle (SDLC) processes and best practices. - Attention to detail and a commitment to delivering high-quality work within specified timelines. - Ability to adapt to changing project requirements and manage multiple priorities effectively. - "
103,Financial Analyst,Rawasi Holding for Investment,Financial Services,"Cairo, Egypt • 11-50 employees",https://wuzzuf.net/jobs/careers/Rawasi-Egypt-93211,"New Cairo, Cairo",Posted 2 months ago,2023-10-11,2 to 4 years,Experienced (Non-Manager),Not Specified,Confidential,Analyst/Research ,Budgeting - excel - Financial Reporting - Financial Analysis - Reporting - Forecasting - Analysis ,"Analyze financial data and performance indicators to identify trends and provide insights. - Prepare financial reports, including monthly and quarterly financial statements, budget vs. actual analysis, and ad-hoc reports as required by management. - Provide financial modeling and forecasting support to management and other functional teams. - Prepare & Support in preparing investment memos and present investment opportunities to the investment committee. - Monitor and report on financial performance metrics, including revenue, expenses, margins, and cash flow for investment holdings  - Collaborate with management and other departments to gather information, provide insights, and support financial decision-making. - Prepare presentations and other materials for management to provide financial insights and recommendations. - Conduct research and analysis to support strategic initiatives and investment decisions. - Assist in the preparation of annual budgets, financial plans, and financial forecasts. ","Bachelor’s degree in Finance, Accounting or related field. - At least 2-4 years of experience in a financial analysis role in a real Estate or related field. - Excellent analytical, modeling, and forecasting skills. - Strong knowledge of financial reporting, budgeting, and analysis. - Proficiency in Excel and other financial tools and software. - Strong communication and interpersonal skills with the ability to collaborate with different stakeholders. - Experience with data visualization tools such as Tableau, Power BI or others will be an added advantage. - "
104,System analyst,Softxpert Incorporation ,Information Technology Services,"Alexandria, Egypt • 51-100 employees",https://wuzzuf.net/jobs/careers/Softxpert-Incorporation-Egypt-3527,"Alexandria, Egypt",Posted 2 months ago,2023-10-11,More than 2 years,Experienced (Non-Manager),Not Specified,Confidential,IT/Software Development ,Business Analysis - Information Technology (IT) - Analysis - English - Systems Analyst - System Analysis - Communication ,"Develop, analyze, prioritize, and organize requirement specifications, data mapping, diagrams, and flowcharts for developers and testers to follow. - Evaluate current IT systems, including hardware, software, and network features. - Plan new systems that address any issues with the current systems. - Keeping up to date with the latest developments in information systems. - Create training processes and documentation to teach others how to use new systems and creating system guidelines and manuals for the organization - Validate that new features are working as expected. - Perform design, implementation, and upgrades of information systems to meet the business and user needs. - Ability to assess business needs and translate them into relevant solutions. ","Bachelor's degree in computer science or information technology, or equivalent degree is preferred. - Excellent command of the English language, both written and spoken is a must. - Prior experience as a systems analyst or in a similar position is a plus. - System study and organizational knowledge - Problem identification, problem analysis, and problem solving - Sound commonsense - Critical thinking - Detail oriented - Good understanding and communication abilities. - Resourceful having the confidence and skills to solve problems. - "
105,Accountant,Mansoura Glass Co.,Manufacturing,"Dakahlia, Egypt • 101-500 employees",https://wuzzuf.net/jobs/careers/Mansoura-Glass-Co--Egypt-51896,"10th of Ramadan City, Sharqia",Posted 20 hours ago,2023-10-11,0 to 5 years,Entry Level (Junior Level / Fresh Grad),Not Specified,5000 to 7000 EGP Per Month,Accounting/Finance ,Accounting - Finance - Financial Analysis - Financial Management - Tax Analyst - Tax - tax accountant - analytical - MS Excel ,,
106,Financial Analyst,Industrial Development Group - IDG,"Construction - Industrial Facilities and Infrastructure, Real Estate/Property Management","Cairo, Egypt • 51-100 employees",https://wuzzuf.net/jobs/careers/IDG-Egypt-Egypt-50318,IDG ,Posted 2 months ago,2023-10-11,3 to 5 years,Experienced (Non-Manager),Not Specified,18000 to 20000 EGP Per Month,Accounting/Finance - Analyst/Research ,Analysis - Financial Analysis - Financial Forecasting ,"Consolidate and analyze financial data (budgets, income statement forecasts etc) taking into account company’s goals and financial standing - Provide creative alternatives and recommendations to reduce costs and improve financial performance - Assemble and summarize data to structure sophisticated reports on financial status and risks - Develop financial models, conduct benchmarking and process analysis - Conduct business studies on past, future and comparative performance and develop forecast models - Identify trends, advise company and recommend actions to a senior financial analyst based on sound analysis - Track and determine financial status by analyzing actual results in comparison with forecasts - Reconcile transactions by comparing and correcting data - Gain and update job knowledge to remain informed about novelty in the field - Consult with management to guide and influence long term and strategic decision making within the broadest scope - Drive process improvement and policy development initiatives that impact the function ","Proven working experience as a Finance Analyst - Proficient in spreadsheets, databases, MS Office and financial software applications - Hands on experience with statistical analysis and statistical packages - Outstanding presentation, reporting and communication skills - Proven knowledge of financial forecasting and diagnosis, corporate finance and information analysis - Well informed in current financial subjects, accounting, tax laws, money market and business environments - BS degree in Finance, Economics or related field - "
107,Business Analyst (Excellent English Speaker),London International Patient Services,Healthcare and Medical Services,"Cairo, Egypt • 51-100 employees",https://wuzzuf.net/jobs/careers/London-International-Patient-Services-Egypt-45563,"Nozha, Cairo",Posted 2 months ago,2023-10-11,1 to 4 years,Entry Level (Junior Level / Fresh Grad),Not Specified,Confidential,IT/Software Development - Analyst/Research - Engineering - Telecom/Technology ,Analysis - Information Technology (IT) - BI - Business Analysis - Computer Science - Reporting ,"Create appropriate business modelling documentation necessary to support project development, audit and approval stages, e.g. ""As-Is”, ""To Be"" and Gap Analysis, business case, user stories, service transition documentation and post implementation review ensuring the documentation meets the needs of the intended audience. - Applies business analysis elicitation techniques to create and develop user requirements and to support the business stakeholders on creating business cases for the relevant executive approval. - Optimises the timing of the release of project deliverables into business operations in close collaboration with the product owners and scrum masters/project managers. Able to show strong business stakeholders management across the Clinic to support the redesign of business processes around /end-user needs, based on strong analysis to deliver simpler, clearer, faster services as part of the valuestream assigned to work on. ","Bachelor’s degree in business information systems (IS), computer science or related field, or equivalent-related IT business analysis/business change qualifications. -  Practical experience in the delivery of large-scale IT led business change projects, ideally in an NHS or private hospital setting such as the replacement of a hospital information management system, electronic health records or a laboratory information management system is required. -   Knowledge and application of different business analysis methodologies and techniques to support both Agile and Waterfall project management methodologies. - Keen problem-solving mindset and background in Data, who is excited about the opportunity to bring real change and improvement to business operations. Please note, experience in data focused projects is mandatory e.g. CRM or Power BI reporting. - Significant experience / knowledge of business functions in a healthcare environment. -  BA qualifications - "
108,Software Business Analyst,United Delta Systems,"Airlines/Aviation, Computer Software","Cairo, Egypt • 11-50 employees",https://wuzzuf.net/jobs/careers/United-Delta-Systems-Egypt-53051,"Cairo, Egypt",Posted 2 months ago,2023-10-11,3 to 5 years,Experienced (Non-Manager),Not Specified,Confidential,IT/Software Development ,Communication - Communication skills - Information Technology (IT) - Computer Science - Technical Writing - Software ,"Define configuration specifications and business analysis requirements - Perform quality assurance - Define reporting and alerting requirements - Own and develop relationship with partners, working with them to optimize and enhance our integration - Help design, document and maintain system processes - Report on common sources of technical issues or questions and make recommendations to product team - Communicate key insights and findings to product team - Constantly be on the lookout for ways to improve monitoring, discover issues and deliver better value to the customer ",Previous experience in Business / Systems Analysis - A degree in IT / Computer Science - Proven experience in eliciting requirements and testing - Experience in analyzing data to draw business-relevant conclusions and in data visualization techniques and tools - Basic knowledge in generating process documentation - Strong written and verbal communication skills including technical writing skills - 
109,Data Engineer,UMX Studio,Computer Games,"Cairo, Egypt • 51-100 employees",https://wuzzuf.net/jobs/careers/UMX Studio-Egypt-93885,"Dokki, Giza",Posted 1 month ago,2023-10-11,2 to 4 years,Experienced (Non-Manager),Not Specified,Confidential,IT/Software Development ,Computer Engineering - Data Analysis - Java - Python - Software - Software Engineering - Software Development - SQL - Programming ,"Data Integration and Pipeline Development: Design, develop, and maintain data integration processes and ETL (Extract, Transform, Load) pipelines to collect, cleanse, and transform data from various sources into a unified and accessible format. - Database Design and Optimization: Create and maintain scalable databases that can efficiently store and retrieve large volumes of data. Implement indexing, partitioning, and other performance optimization techniques to ensure data accessibility and speed. - Data Analysis and Reporting: Utilize SQL and other data analysis tools to conduct in-depth data analysis and generate valuable insights for the business stakeholders. Develop and maintain interactive dashboards and reports for data visualization and decision-making. - Data Quality Assurance: Implement data quality checks and validation processes to ensure the accuracy, completeness, and consistency of data across systems. - Software Development: Collaborate with software engineers to integrate data-related functionalities into existing applications or develop new data-driven software solutions. - Data Security and Privacy: Ensure compliance with data security and privacy regulations, implement data access controls, and handle sensitive data appropriately. - Performance Monitoring and Troubleshooting: Monitor data pipelines and databases to identify performance bottlenecks, resolve data-related issues, and optimize system performance. - Research and Evaluation: Stay up-to-date with industry trends, emerging technologies, and best practices in data engineering and analysis. Evaluate and recommend appropriate tools and technologies for data-related projects. - Collaboration and Communication: Work closely with cross-functional teams, including products managers, business analysts, and stakeholders, to understand data requirements and deliver data solutions that meet business needs ","Bachelor's or Master's degree in Computer Science, Software Engineering, Data Science, or a related field. - Proven experience in data engineering, software development, and data analysis, preferably in a business or industry setting. - Strong proficiency in SQL and database management systems (e.g., MySQL, PostgreSQL, Oracle). - Proficiency in at least one programming language for software development (e.g., Python, Java, Scala). - Experience with data integration tools and ETL frameworks (e.g., Apache Spark, Apache Airflow). - "
110,Cost Accountant,TEPCO S.A.E.,"Engineering Services, Manufacturing","Giza, Egypt • 501-1000 employees",https://wuzzuf.net/jobs/careers/TEPCO-S-A-E--Egypt-5396,"6th of October, Giza",Posted 20 days ago,2023-10-11,1 to 3 years,Entry Level (Junior Level / Fresh Grad),Not Specified,Confidential,Accounting/Finance - Analyst/Research ,Cost - Cost Accounting - Cost Accountant - Cost Analyst ,"Develop and maintain the cost accounting system, documents, and records of the organization. - Analyze and recommend costs and cost savings. - Prepare and complete internal cost audits. - Analyze the data collected and log a detailed record of the results. - Analyze any changes in goods or services provided in order to determine what effect it has on the cost. - Analyze manufacturing costs and prepare regular reports comparing standard costs to actual production costs. - Make estimates of new and proposed product costs. - Provide management with reports that specify and compare factors that affect prices and profitability of products or services. - Assist in audits and general ledger preparation. - Conduct physical inventories and monitor the cycle count program. ","BSc degree in Accounting, Finance or relevant study - Proven experience as a Cost Accountant, Cost Analyst, Accountant or similar role - Industrial background is a must - Computer literacy, MS Excel in particular (familiarity with VLOOKUPs and pivot tables) - Excellent analytical skills with an attention to detail - Strong time management skills - SAP User is a plus - industrial background is a MUST. - "
111,Business Consultant,iSON Xperiences Egypt,Outsourcing/Offshoring,"Cairo, Egypt • More than 1000 employees",https://wuzzuf.net/jobs/careers/Wasla-Outsourcing-Egypt-4324,"Heliopolis, Cairo",Posted 23 days ago,2023-10-11,3 to 6 years,Manager ,Not Specified,Confidential,Operations/Management - Analyst/Research - Strategy/Consulting ,Digital Transforamtion - business consultant - due diligence - process improvement - BRD creation - Microsoft Visio - Drawio - Blackbelt - Six Sigma Green Belt - Six Sigma DMAIC - Voice BOT - Chat Bot - Analytical - business - Process Control System Technology (PCST) - Technology - Green belt - 4.	Digital delivery - 5.	Solutioning - 6.	Process mapping - Analysis - digitisation - 'business analysts' - Project Management - Digital services - digitalization ,"Organize and execute assigned business projects on behalf of clients (recruiting, payroll, promotional campaigns, etc.) according to client’s requirements - Meet with assigned clients when needed and perform an initial assessment of a problematic situation - Collect information about the client’s business through a variety of methods (shadowing, interviews, surveys, reading reports etc.)-  - Performing due diligence with client mapping process map (AS-IS ) - Analyze and interpret data to unearth weaknesses and problems, and comprehend the causes   - Create Business case (Project charter, AS IS ,TOBE flow with financial calculation) - Formulate recommendations and solutions with attention to a client’s wishes, capabilities and, limitations forming concise reports - Present findings and suggestions to clients with ample justification and practical advice - Develop detailed business plans to drive small or radical changes - Assist the client in implementing the plan and resolve any occasional discrepancies - Drive Change management with client - Provide guidance for any occurring problems and issues - Responsible for process improvement , process change, benchmarking , BRD creation and drive financial gain ","Proven experience as business consultant or equivalent - Well versed with Visio, Drawio and process map creation tools - Know the DMAIC, must be Blackbelt trained and green belt certified. - Aware of Product development cycle, RPA life cycle. - Aware of new technology including data mining, Voice BOT, Chat Bot etc - Knowledge of diverse business matters such as IT, Marketing, HR etc. - Familiarity with a wide selection of business management software (CRM, ERP etc.) and databases - Outstanding communication and interpersonal skills - Analytical mind with excellent data collection and analysis skills - Aptitude in creative problem-solving - BSc/BBA in business administration or relevant field; MSc/MBA in a specialized business field will be an advantage - Certified Management Consultant is a plus - "
112,Cost Accountant,Atco Pharma For Pharmaceutical Industries,Pharmaceuticals,"Monufya, Egypt • 501-1000 employees",https://wuzzuf.net/jobs/careers/Atco-Pharma-Egypt-12550,"Monufya, Egypt",Posted 21 days ago,2023-10-11,3 to 6 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Accounting/Finance - Analyst/Research - Pharmaceutical ,accountant - Accounting - Cost - Cost Accountant - Cost Accounting - Cost Analyst - Finance - Financial Analysis - excel - Oracle - MS - analytical ,"Collect cost information and maintain an expenses database - Construct data accumulation systems - Determine fixed costs (e.g. salaries, rent and insurance) - Plan and record variable costs (e.g. purchases of raw material and operations costs) - Review standard and actual costs for inaccuracies - Prepare budgeting reports (for the company and for each department) - Analyze and report profit margins - Prepare (monthly, quarterly and annual) cost forecasts - Assisting in month-end and year-end closing - Identify and recommend cost-effective solutions ",
113,Quality Monitoring Analyst (Call Center),Xceed Contact Center,"Retail, Telecommunications","Giza, Egypt • More than 1000 employees",https://wuzzuf.net/jobs/careers/XCEEDCC-Egypt-52679,"6th of October, Giza",Posted 2 months ago,2023-10-11,0 to 1 year,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Confidential,Quality ,Quality Management System - Quality Control - Quality Auditing - Quality Management - Customer Service - Customer Support - Customer Service Management - Customer Satisfaction - Customer Operations Performance Centre ,,
114,Communications Associate,World Food Program - Other locations,unknown,"Cairo, Egypt • ",https://wuzzuf.net/jobs/careers/World Food Program - Other locations-Egypt-92536,Other locations ,Posted 23 days ago,2023-10-11,Not Specified,Not specified ,Not Specified,Confidential,Business Development - Marketing/PR/Advertising - Sales/Retail ,Marketing - Sales - Sales Skills - Communication - Customer Service - Sales Target - Business Development - Customer Care - Customer Support - English - Event Management - Microsoft Office - Project Management - Public Relations (PR) - Account Handler - Account Manager - Advertising Sales - CSR - Communication Skills - Communications Analyst ,"Develop written content, including Press Releases, stories for the WFP website as well as contributing to donor reports covering communications activities. - Travelling to the field to conduct interviews and gather success stories from the different WFP programmes - Support in the development, preparation, execution and dissemination of awareness raising campaigns for different target audiences. - Conduct research, suggest ideas, and provide coordination support to ensure the timely and effective delivery of communications activities. - Manage the dissemination of communication materials among key stakeholders. - Serve as the focal point for media coverage of events to optimize publicity of WFP’s activities. - Develop and maintain updated media data base for WFP Egypt Country office - Maintain relationship with media representatives through different channels including providing regular updates on WFP’s programmes - Develop the monthly newsletter of the Egypt Country Office - Organize and execute WFP’s visibility events, working closely with colleagues, external partners and media, to ensure events are effectively planned, executed and publicized   - Monitor traditional media platforms along with social media, and report relevant information to senior staff to ensure senior management are up to date with news of relevance to WFP’s work - Prepare content for use on traditional media platforms and social media as well as developing printed materials, to enhance coverage and support of WFP’s activities, ensuring consistency with corporate messages. - Distribute and promote communications guidelines for WFP staff to refer to when creating content. - Respond to specialized queries from the media and/or different partners following WFP’s guidelines to ensure timely and accurate resolution of all enquiries. - Implement improvements to communications methods and practices, to contribute to a better flow of information about WFP’s work to the media and stakeholders. ","Understand and communicate the Strategic Objectives: Coaches team in the most effective ways to communicate WFP’s Strategic Objectives to WFP team and partners in the field. -  Be a force for positive change: Implements new methods or tools to improve team’s work processes and productivity. -  Make the mission inspiring to our team: Maps team’s activities and tasks to specific successes in beneficiary communities to showcase positive impact. -  Make our mission visible in everyday actions: Explains to teammates how each unit contributes to the overall WFP mission. - Look for ways to strengthen people's skills: Identifies skill development opportunities such as training modules or on-the-job experiences for self, colleagues and direct reports. -  Create an inclusive culture: Facilitates team building activities to build rapport in own unit. -  Be a coach & provide constructive feedback: Facilitates the pairing of junior colleagues with coaches within own team. -  Create an “I will”/”We will” spirit: Proactively anticipates potential challenges and develops mitigation plans to ensure that team meets goals and targets. - Encourage innovation & creative solutions: Identifies opportunities to be creative in own work and to help team be more innovative and accurate in their respective tasks and areas of work. -  Focus on getting results: Monitors team’s deliverables and provides feedback to ensure outcomes are delivered consistently and accurately. -  Make commitments and make good on commitments: Provides accurate guidance to team on expected responsibilities and tasks, whilst also upholding own commitment to the team. -  Be Decisive: Sets an example and provides guidance to junior team members on when to escalate issues when faced with challenging issues in the workplace or in the field. - Connect and share across WFP units: Facilitates partnerships with other WFP units to accomplish missions in the field. -  Build strong external partnerships: Sets an example and provides guidance to team on how to build relationships with external partners. -  Be politically agile & adaptable: Articulates to colleagues or direct reports the value of contributing to other WFP teams and agency partnerships in fulfilling WFP’s goals and objectives. -  Be clear about the value WFP brings to partnerships: Organizes, monitors, and prioritizes own and team’s efforts to ensure that they will fulfill the needs of internal and external partners. - "
115,data analysis,Care Services EG,Other - Not Classified,Egypt • 11-50 employees,https://wuzzuf.net/jobs/careers/lead-Egypt-93378,"Abbassia, Cairo",Posted 2 months ago,2023-10-11,2 to 4 years,Entry Level (Junior Level / Fresh Grad),Not Specified,Confidential,IT/Software Development - Analyst/Research ,Analysis - Data Analysis - Information Technology (IT) - Computer Science ,"Analyze and organize raw data - Evaluate business needs and objectives - Conduct complex data analysis and report on results - Prepare data for prescriptive and predictive modeling - Combine raw information from different sources - Explore ways to enhance data quality and reliability - Identify opportunities for data acquisition - Develop analytical tools and programs - Collaborate with data scientists and architects on several projects - Present analysis in easily digestible standard reports. - Creating visualizations of data. - Analyzing data to find answers to specific questions. - Performing statistical analysis of data. - Using tools and techniques to visualize data in easy-to-understand formats, such as diagrams and graphs - Develop SQL dashboards to automate analysis - Prepare reports for stakeholders to help them make the right decisions and solve big issues in the right way. ","BS in Mathematics, Economics, Computer Science, Information Management or Statistics. - 2 to 4 years of experience in business analysis & data analysis. - Excellent Command of English. - IT background. - High Command of report generating software (Power BI, Tableau or SSRS). - Good Knowledge of analytic/programming languages like SQL, Python or R. - Knowledge of statistics and experience using statistical packages for analyzing datasets (Excel, SPSS, SAS etc…). - Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy. - "
