,Unnamed: 0,role_title,company_name,company_industry,company_headquarter,company_url,location_of_job,posted_time,collect_date,experience_needed,career_level,education_level,salary,job_categories,skills_and_tools,job_description,job_requirements
90,90.0,Senior Data Scientist - Hybrid,Seoudi Supermarket,Retail,"Giza, Egypt • More than 1000 employees",https://wuzzuf.net/jobs/careers/United-Grocers-Egypt-16038,"Sheikh Zayed, Giza",Posted 13 days ago,2023-11-26,3 to 5 years,Experienced (Non-Manager),Not Specified,Confidential,IT/Software Development - Analyst/Research - Engineering - Telecom/Technology ,Data Analysis - Data Science - Analysis - Computer Science - Machine Learning - Python - SQL - Deep Learning - PyTorch ,"Data Cleaning and Preprocessing: Perform thorough data cleaning, validation, and preprocessing to ensure the accuracy and reliability of the data used in analysis. Identify and handle missing data, outliers, and inconsistencies, maintaining data integrity throughout the pipeline. - Exploratory Data Analysis (EDA): Conduct comprehensive EDA to uncover patterns, trends, and correlations within the data. Apply statistical techniques and data visualization to communicate findings effectively. - Advanced Statistical Analysis: Perform advanced statistical analysis, including statistical testing and measuring statistical feature associations. Apply a wide range of statistical techniques to identify significant relationships, assess the impact of variables, and measure the strength of associations. - Modeling and Algorithm Development: Design and implement machine learning algorithms and statistical models to solve business problems and extract valuable insights from complex datasets. Collaborate with cross-functional teams to develop predictive models, optimize algorithms, and improve existing methodologies. - Building Forecasting Models: Utilize machine learning and deep learning techniques to develop accurate and reliable forecasting models. Apply time series analysis, regression, and other forecasting methodologies to predict future trends, demand, and outcomes. - Data Engineering: Develop and maintain scalable data pipelines, integrating and transforming data from various sources. Utilize data engineering techniques to streamline data acquisition, storage, and processing, ensuring efficient data flow across the organization. - Writing Optimized SQL Queries: Write efficient and optimized SQL queries for data analysis and retrieval. Utilize advanced SQL techniques to extract and manipulate data from relational databases, ensuring optimal performance and scalability. - Building Custom Live/Near Live Dashboards: Design and develop custom live/near live dashboards with complex functionality that integrate various data sources. Utilize business intelligence tools such as Tableau or Power BI to create interactive and visually appealing dashboards that enable real-time monitoring and analysis of key performance indicators. - Writing High-Quality and Organized Code: Ensure that code written for data cleaning, analysis, modeling, and engineering is of high quality, well-documented, and follows best practices. Write clean, efficient, and modular code that is easy to understand and maintain. - Communication and Visualization: Clearly communicate complex findings, methodologies, and insights to both technical and non-technical stakeholders. Visualize data and present results through compelling visualizations, dashboards, and reports. ","Bachelor's or master's degree in computer science, Statistics, Mathematics, or a related field. - Strong programming skills in Python and R. Proficiency in SQL is required. - Minimum of 3 years of experience in data science or a related field. - Solid understanding of statistical analysis, machine learning, and data mining techniques. - Experience with data cleaning, preprocessing, and exploratory data analysis. - Proficiency in utilizing data science libraries and frameworks (e.g., Pandas, NumPy, scikit-learn, TensorFlow, Py Torch). - Experience building forecasting models using machine learning and deep learning techniques. - Ability to perform advanced statistical analysis, including statistical testing and measuring statistical feature associations. - Proficiency in business intelligence tools such as Tableau or Power BI, with the ability to build custom live/near live dashboards with complex functionality. - Ability to write optimized SQL queries for data analysis and data retrieval. - "
91,91.0,Senior Data Analytics,Masria Digital Payment (MDP),"Banking, Information Technology Services, Manufacturing","Cairo, Egypt • 501-1000 employees",https://wuzzuf.net/jobs/careers/Masria-Card-Egypt-12728,"New Cairo, Cairo",Posted 14 days ago,2023-11-26,3 to 6 years,Experienced (Non-Manager),Not Specified,Confidential,IT/Software Development ,Computer Science - Data - BI ,"Develop a clear and forward-thinking data analytics strategy in alignment with the company's business objectives, ensuring that data analytics initiatives contribute to the organization's growth and success. - Build and nurture a high-performing analytics team by fostering a culture of continuous learning and skill development. Identify training opportunities and provide guidance to team members to enhance their analytical capabilities. - Define key performance indicators (KPIs) for the data analytics department, regularly monitor progress, and adapt strategies to ensure KPIs are met. Use KPIs to drive data-driven decision-making. - Collaborate with internal teams and external financial institution clients to integrate data-driven insights into their decision-making processes, aligning recommendations with their specific requirements. - Stay up to date with industry trends, emerging technologies, and best practices in data analytics. Promote innovation within the team and adopt new approaches and tools to improve data analysis and reporting - Strategic Alignment: Collaborate with the Data Analytics Product Manager to understand the department's strategic objectives and contribute to the development of data analytics strategies aligned with the company's goals. - Team Leadership: Lead, mentor, and manage a team of data analysts, ensuring they are motivated, well-coordinated, and equipped with the necessary skills to deliver high-quality data analysis. - Data Analysis: Conduct and oversee the in-depth data analysis using various tools and techniques to extract meaningful insights from complex data sets that lead to actionable results. - Product Management: Follow and maintain the data analytics product roadmap ensuring that it is adhered to, prioritizing features and developments accordingly. - Data Governance: Oversee the collection, organization, and interpretation of available transaction data to identify trends and provide value-adding insights to internal and external stakeholders. - Collaboration: Collect feedback from internal and external stakeholders to gather requirements and align analytics initiatives with their needs. - Define and track key performance indicators (KPIs) and success metrics for data analytics products. - Communicate product strategy, progress, and feedback to internal and external stakeholders. ","Statistical programming languages, ex. R and Python - Experience with working with databases and querying languages, ex. SQL - Data Visualization and BI tools, ex. Tableau/Power BI - Previous team management experience - Excellent communication and presentation skills, with the ability to convey technical findings to non-technical stakeholders. - Knowledge of data governance and data quality best practices. - Strong problem-solving and critical-thinking skills. - "
92,92.0,SOC Analyst,Link Datacenter,Information Technology Services,"Giza, Egypt • 51-100 employees",https://wuzzuf.net/jobs/careers/Link-Datacenter-Egypt-23208,"Giza, Egypt",Posted 1 month ago,2023-11-26,0 to 1 year,Entry Level (Junior Level / Fresh Grad),Not Specified,0 to 0 EGP Per Month,IT/Software Development - Analyst/Research - Engineering - Telecom/Technology ,Computer Science - CEH - Information Technology (IT) - Security Operations - Security - SIEM - SOC - Technical Analysis ,"Detect, fingerprint, and mitigate cyber threats on a per-event basis - Participate in projects specific to Security Operations Center roadmap - Perform security incident analysis and recommend remediation steps - Work escalations from SOC analysts to completion in ticket tracking system - Create rules, filters, active channels, queries, trends and all other informational content based on use cases - Communicate and collaborate with security operations center analysts to optimize SIEM solution performance to better meet the needs of operations - Tune correlation rules and event data quality to maximize SIEM system efficiency - Provide support, recommendations and optimization for the SIEM platform - Interface with onsite clients to understand the quality aspects and expectations, as needed ","Bachelor’s degree in IT, or related field of study preferred; MS degree is a plus. - At least 2 years of experience within a Security Operations Environment or 2+ years of experience in Network Operations Center. - Good knowledge of Various Security Technologies - Experience with Security Information and Event Management (SIEM) tools - Experience in event monitoring, correlation, event analysis, investigation and remediation of security events. - Proven Knowledge and expertise in SIEM administration tasks including troubleshooting of various SIEM components - Experience in managing multiple SOC customers. - Information security certifications, Professional Security certification is a plus (SSCP, GSEC, CIHE, GCIH, CEH, or equivalent) - "
93,93.0,Financial Analyst,Confidential Company ,unknown,unknown,unknown,"Nasr City, Cairo",Posted 1 month ago,2023-11-26,3 to 5 years,Experienced (Non-Manager),Not Specified,Confidential,Accounting/Finance - Banking - Analyst/Research ,Accounting - Financial Forecasting - Analysis - Commerce - Corporate Finance - Economics - Finance - Financial - Financial Analysis - Forecasting - MS Office - Reporting ,"Consolidate and analyze financial data (budgets, income statement forecasts etc) taking into account company’s goals and financial standing - Provide creative alternatives and recommendations to reduce costs and improve financial performance - Assemble and summarize data to structure sophisticated reports on financial status and risks - Develop financial models, conduct benchmarking and process analysis - Conduct business studies on past, future and comparative performance and develop forecast models - Identify trends, advise company and recommend actions to a senior financial analyst based on sound analysis - Track and determine financial status by analyzing actual results in comparison with forecasts - Reconcile transactions by comparing and correcting data - Gain and update job knowledge to remain informed about novelty in the field - Consult with management to guide and influence long term and strategic decision making within the broadest scope - Drive process improvement and policy development initiatives that impact the function ","Proven working experience as a Finance Analyst - Proficient in spreadsheets, databases, MS Office and financial software applications - Hands on experience with statistical analysis and statistical packages - Outstanding presentation, reporting and communication skills - Proven knowledge of financial forecasting and diagnosis, corporate finance and information analysis - Well informed in current financial subjects, accounting, tax laws, money market and business environments - BS degree in Finance, Economics or related field - "
94,94.0,Business Analyst,Confidential Company ,unknown,unknown,unknown,"Nasr City, Cairo",Posted 1 month ago,2023-11-26,3 to 5 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development - Analyst/Research - Engineering - Telecom/Technology ,Business Analysis - Analysis - Cash Collection - Information Technology (IT) - Science - Software - UX ,"key interface between the Customer / users and the technical team as gather information, document processes, and confirm the final documents that need to be implement. - Analyzing the structure of a business to determine how it operates and determine its objectives - Identifying any problems with the current business model - Developing comprehensive end-to-end Business scenarios, use cases, and test cases - Communicating with various Stockholders levels. - Enhance reporting outputs and data visualization. - Collaborate with development team members, data teams, and Project Management to develop business and technical requirements. - Create a detailed business analysis, indicate challenges, identify, and validate the key business requirements. - Create and document functional requirements and non-functional requirements. - Evaluating business processes, anticipating requirements, uncovering areas for improvement, and developing and implementing solutions. - Leading ongoing reviews of business processes and developing optimization strategies. - Staying up-to-date on the latest process and IT advancements to automate and modernize systems. - Conducting meetings and presentations to share ideas and findings. - Performing requirements analysis. - Documenting and communicating the results of your efforts. - Effectively communicating your insights and plans to cross-functional team members and management. - Gathering critical information from meetings with various stakeholders and producing useful reports. - Working closely with clients, technicians, and managerial staff. - Providing leadership, training, coaching, and guidance to junior staff. - Ensuring solutions meet business needs and requirements. - Performing user acceptance testing. - Updating, implementing, and maintaining procedures. - Prioritizing initiatives based on business needs and requirements. - Serving as a liaison between stakeholders and users. - Managing competing resources and priorities. - Monitoring deliverables and ensuring timely completion of projects. ",Bachelor’s degree in computer science or relevant. - 3 + years of professional experience. - Electronic cash collection experience. - Software User Experience (UX) and Interaction Design (IX) experience is must - 
95,95.0,Senior Data Scientist,Malaa,unknown,"Riyadh, Saudi Arabia • ",https://wuzzuf.net/jobs/careers/Malaa-Saudi Arabia-96412,"Riyadh, Saudi Arabia",Posted 21 days ago,2023-11-26,Not Specified,Not specified ,Not Specified,Confidential,IT/Software Development - Analyst/Research - Engineering - Telecom/Technology ,Computer Science - Information Technology (IT) - SQL - Python - Engineering - Data Analysis - Software Development - Data Science - Software Engineering - Analysis - Microsoft Office - MySQL - Java - ETL - Machine Learning - Computer Engineering - Troubleshooting - Data Scientist - Data Warehouse - Programming ,"Perform analyses on large sets of data to extract practical insights that will help drive product, platform, and business decisions - Training and evaluating machine learning models to solve product problems and to develop the user experience - Use existing software solutions to support the process of developing machine learning models, or introduce new ones (DBs, Vector DBs, feature stores, labeling tools, ..etc) - Build evaluation processes for models that make their performance visible and comparable to later iterations - Have the autonomy to identify unaddressed problems in the business as well as offer new, improved solutions to existing challenges. - Work closely with cross-functional teams of engineers, product owners, designers, and business decision-makers who are passionate about Malaa’s success - Help us develop our practices around collaboration in making machine learning models in terms of model evaluation, testing, version control of code, data, and model artifacts. - 2+ years of experience working on data science/machine learning engineering projects. - Great Python software development skills and experience with machine learning libraries (e.g., PyTorch, Scikit Learn). - General understanding of machine learning algorithms and models - Technical competence to perform advanced analytics: coding skills for analytics and data extraction (such as SQL, Python, Pandas) and data visualization skills - Ability to both explain complex concepts to non-technical collaborators and have technical discussions with engineers ",not mentioned
96,,Senior Data Scientist - Hybrid,Seoudi Supermarket,Retail,"Giza, Egypt • More than 1000 employees",https://wuzzuf.net/jobs/careers/United-Grocers-Egypt-16038,"Sheikh Zayed, Giza",Posted 13 days ago,2023-11-26,3 to 5 years,Experienced (Non-Manager),Not Specified,Confidential,IT/Software Development - Analyst/Research - Engineering - Telecom/Technology ,Data Analysis - Data Science - Analysis - Computer Science - Machine Learning - Python - SQL - Deep Learning - PyTorch ,"Data Cleaning and Preprocessing: Perform thorough data cleaning, validation, and preprocessing to ensure the accuracy and reliability of the data used in analysis. Identify and handle missing data, outliers, and inconsistencies, maintaining data integrity throughout the pipeline. - Exploratory Data Analysis (EDA): Conduct comprehensive EDA to uncover patterns, trends, and correlations within the data. Apply statistical techniques and data visualization to communicate findings effectively. - Advanced Statistical Analysis: Perform advanced statistical analysis, including statistical testing and measuring statistical feature associations. Apply a wide range of statistical techniques to identify significant relationships, assess the impact of variables, and measure the strength of associations. - Modeling and Algorithm Development: Design and implement machine learning algorithms and statistical models to solve business problems and extract valuable insights from complex datasets. Collaborate with cross-functional teams to develop predictive models, optimize algorithms, and improve existing methodologies. - Building Forecasting Models: Utilize machine learning and deep learning techniques to develop accurate and reliable forecasting models. Apply time series analysis, regression, and other forecasting methodologies to predict future trends, demand, and outcomes. - Data Engineering: Develop and maintain scalable data pipelines, integrating and transforming data from various sources. Utilize data engineering techniques to streamline data acquisition, storage, and processing, ensuring efficient data flow across the organization. - Writing Optimized SQL Queries: Write efficient and optimized SQL queries for data analysis and retrieval. Utilize advanced SQL techniques to extract and manipulate data from relational databases, ensuring optimal performance and scalability. - Building Custom Live/Near Live Dashboards: Design and develop custom live/near live dashboards with complex functionality that integrate various data sources. Utilize business intelligence tools such as Tableau or Power BI to create interactive and visually appealing dashboards that enable real-time monitoring and analysis of key performance indicators. - Writing High-Quality and Organized Code: Ensure that code written for data cleaning, analysis, modeling, and engineering is of high quality, well-documented, and follows best practices. Write clean, efficient, and modular code that is easy to understand and maintain. - Communication and Visualization: Clearly communicate complex findings, methodologies, and insights to both technical and non-technical stakeholders. Visualize data and present results through compelling visualizations, dashboards, and reports. ","Bachelor's or master's degree in computer science, Statistics, Mathematics, or a related field. - Strong programming skills in Python and R. Proficiency in SQL is required. - Minimum of 3 years of experience in data science or a related field. - Solid understanding of statistical analysis, machine learning, and data mining techniques. - Experience with data cleaning, preprocessing, and exploratory data analysis. - Proficiency in utilizing data science libraries and frameworks (e.g., Pandas, NumPy, scikit-learn, TensorFlow, Py Torch). - Experience building forecasting models using machine learning and deep learning techniques. - Ability to perform advanced statistical analysis, including statistical testing and measuring statistical feature associations. - Proficiency in business intelligence tools such as Tableau or Power BI, with the ability to build custom live/near live dashboards with complex functionality. - Ability to write optimized SQL queries for data analysis and data retrieval. - "
97,,Senior Data Analytics,Masria Digital Payment (MDP),"Banking, Information Technology Services, Manufacturing","Cairo, Egypt • 501-1000 employees",https://wuzzuf.net/jobs/careers/Masria-Card-Egypt-12728,"New Cairo, Cairo",Posted 14 days ago,2023-11-26,3 to 6 years,Experienced (Non-Manager),Not Specified,Confidential,IT/Software Development ,Computer Science - Data - BI ,"Develop a clear and forward-thinking data analytics strategy in alignment with the company's business objectives, ensuring that data analytics initiatives contribute to the organization's growth and success. - Build and nurture a high-performing analytics team by fostering a culture of continuous learning and skill development. Identify training opportunities and provide guidance to team members to enhance their analytical capabilities. - Define key performance indicators (KPIs) for the data analytics department, regularly monitor progress, and adapt strategies to ensure KPIs are met. Use KPIs to drive data-driven decision-making. - Collaborate with internal teams and external financial institution clients to integrate data-driven insights into their decision-making processes, aligning recommendations with their specific requirements. - Stay up to date with industry trends, emerging technologies, and best practices in data analytics. Promote innovation within the team and adopt new approaches and tools to improve data analysis and reporting - Strategic Alignment: Collaborate with the Data Analytics Product Manager to understand the department's strategic objectives and contribute to the development of data analytics strategies aligned with the company's goals. - Team Leadership: Lead, mentor, and manage a team of data analysts, ensuring they are motivated, well-coordinated, and equipped with the necessary skills to deliver high-quality data analysis. - Data Analysis: Conduct and oversee the in-depth data analysis using various tools and techniques to extract meaningful insights from complex data sets that lead to actionable results. - Product Management: Follow and maintain the data analytics product roadmap ensuring that it is adhered to, prioritizing features and developments accordingly. - Data Governance: Oversee the collection, organization, and interpretation of available transaction data to identify trends and provide value-adding insights to internal and external stakeholders. - Collaboration: Collect feedback from internal and external stakeholders to gather requirements and align analytics initiatives with their needs. - Define and track key performance indicators (KPIs) and success metrics for data analytics products. - Communicate product strategy, progress, and feedback to internal and external stakeholders. ","Statistical programming languages, ex. R and Python - Experience with working with databases and querying languages, ex. SQL - Data Visualization and BI tools, ex. Tableau/Power BI - Previous team management experience - Excellent communication and presentation skills, with the ability to convey technical findings to non-technical stakeholders. - Knowledge of data governance and data quality best practices. - Strong problem-solving and critical-thinking skills. - "
98,,SOC Analyst,Link Datacenter,Information Technology Services,"Giza, Egypt • 51-100 employees",https://wuzzuf.net/jobs/careers/Link-Datacenter-Egypt-23208,"Giza, Egypt",Posted 1 month ago,2023-11-26,0 to 1 year,Entry Level (Junior Level / Fresh Grad),Not Specified,0 to 0 EGP Per Month,IT/Software Development - Analyst/Research - Engineering - Telecom/Technology ,Computer Science - CEH - Information Technology (IT) - Security Operations - Security - SIEM - SOC - Technical Analysis ,"Detect, fingerprint, and mitigate cyber threats on a per-event basis - Participate in projects specific to Security Operations Center roadmap - Perform security incident analysis and recommend remediation steps - Work escalations from SOC analysts to completion in ticket tracking system - Create rules, filters, active channels, queries, trends and all other informational content based on use cases - Communicate and collaborate with security operations center analysts to optimize SIEM solution performance to better meet the needs of operations - Tune correlation rules and event data quality to maximize SIEM system efficiency - Provide support, recommendations and optimization for the SIEM platform - Interface with onsite clients to understand the quality aspects and expectations, as needed ","Bachelor’s degree in IT, or related field of study preferred; MS degree is a plus. - At least 2 years of experience within a Security Operations Environment or 2+ years of experience in Network Operations Center. - Good knowledge of Various Security Technologies - Experience with Security Information and Event Management (SIEM) tools - Experience in event monitoring, correlation, event analysis, investigation and remediation of security events. - Proven Knowledge and expertise in SIEM administration tasks including troubleshooting of various SIEM components - Experience in managing multiple SOC customers. - Information security certifications, Professional Security certification is a plus (SSCP, GSEC, CIHE, GCIH, CEH, or equivalent) - "
99,,Financial Analyst,Confidential Company ,unknown,unknown,unknown,"Nasr City, Cairo",Posted 1 month ago,2023-11-26,3 to 5 years,Experienced (Non-Manager),Not Specified,Confidential,Accounting/Finance - Banking - Analyst/Research ,Accounting - Financial Forecasting - Analysis - Commerce - Corporate Finance - Economics - Finance - Financial - Financial Analysis - Forecasting - MS Office - Reporting ,"Consolidate and analyze financial data (budgets, income statement forecasts etc) taking into account company’s goals and financial standing - Provide creative alternatives and recommendations to reduce costs and improve financial performance - Assemble and summarize data to structure sophisticated reports on financial status and risks - Develop financial models, conduct benchmarking and process analysis - Conduct business studies on past, future and comparative performance and develop forecast models - Identify trends, advise company and recommend actions to a senior financial analyst based on sound analysis - Track and determine financial status by analyzing actual results in comparison with forecasts - Reconcile transactions by comparing and correcting data - Gain and update job knowledge to remain informed about novelty in the field - Consult with management to guide and influence long term and strategic decision making within the broadest scope - Drive process improvement and policy development initiatives that impact the function ","Proven working experience as a Finance Analyst - Proficient in spreadsheets, databases, MS Office and financial software applications - Hands on experience with statistical analysis and statistical packages - Outstanding presentation, reporting and communication skills - Proven knowledge of financial forecasting and diagnosis, corporate finance and information analysis - Well informed in current financial subjects, accounting, tax laws, money market and business environments - BS degree in Finance, Economics or related field - "
100,,Business Analyst,Confidential Company ,unknown,unknown,unknown,"Nasr City, Cairo",Posted 1 month ago,2023-11-27,3 to 5 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development - Analyst/Research - Engineering - Telecom/Technology ,Business Analysis - Analysis - Cash Collection - Information Technology (IT) - Science - Software - UX ,"key interface between the Customer / users and the technical team as gather information, document processes, and confirm the final documents that need to be implement. - Analyzing the structure of a business to determine how it operates and determine its objectives - Identifying any problems with the current business model - Developing comprehensive end-to-end Business scenarios, use cases, and test cases - Communicating with various Stockholders levels. - Enhance reporting outputs and data visualization. - Collaborate with development team members, data teams, and Project Management to develop business and technical requirements. - Create a detailed business analysis, indicate challenges, identify, and validate the key business requirements. - Create and document functional requirements and non-functional requirements. - Evaluating business processes, anticipating requirements, uncovering areas for improvement, and developing and implementing solutions. - Leading ongoing reviews of business processes and developing optimization strategies. - Staying up-to-date on the latest process and IT advancements to automate and modernize systems. - Conducting meetings and presentations to share ideas and findings. - Performing requirements analysis. - Documenting and communicating the results of your efforts. - Effectively communicating your insights and plans to cross-functional team members and management. - Gathering critical information from meetings with various stakeholders and producing useful reports. - Working closely with clients, technicians, and managerial staff. - Providing leadership, training, coaching, and guidance to junior staff. - Ensuring solutions meet business needs and requirements. - Performing user acceptance testing. - Updating, implementing, and maintaining procedures. - Prioritizing initiatives based on business needs and requirements. - Serving as a liaison between stakeholders and users. - Managing competing resources and priorities. - Monitoring deliverables and ensuring timely completion of projects. ",Bachelor’s degree in computer science or relevant. - 3 + years of professional experience. - Electronic cash collection experience. - Software User Experience (UX) and Interaction Design (IX) experience is must - 
101,,Senior Data Scientist,Malaa,unknown,"Riyadh, Saudi Arabia • ",https://wuzzuf.net/jobs/careers/Malaa-Saudi Arabia-96412,"Riyadh, Saudi Arabia",Posted 21 days ago,2023-11-27,Not Specified,Not specified ,Not Specified,Confidential,IT/Software Development - Analyst/Research - Engineering - Telecom/Technology ,Computer Science - Information Technology (IT) - SQL - Python - Engineering - Data Analysis - Software Development - Data Science - Software Engineering - Analysis - Microsoft Office - MySQL - Java - ETL - Machine Learning - Computer Engineering - Troubleshooting - Data Scientist - Data Warehouse - Programming ,"Perform analyses on large sets of data to extract practical insights that will help drive product, platform, and business decisions - Training and evaluating machine learning models to solve product problems and to develop the user experience - Use existing software solutions to support the process of developing machine learning models, or introduce new ones (DBs, Vector DBs, feature stores, labeling tools, ..etc) - Build evaluation processes for models that make their performance visible and comparable to later iterations - Have the autonomy to identify unaddressed problems in the business as well as offer new, improved solutions to existing challenges. - Work closely with cross-functional teams of engineers, product owners, designers, and business decision-makers who are passionate about Malaa’s success - Help us develop our practices around collaboration in making machine learning models in terms of model evaluation, testing, version control of code, data, and model artifacts. - 2+ years of experience working on data science/machine learning engineering projects. - Great Python software development skills and experience with machine learning libraries (e.g., PyTorch, Scikit Learn). - General understanding of machine learning algorithms and models - Technical competence to perform advanced analytics: coding skills for analytics and data extraction (such as SQL, Python, Pandas) and data visualization skills - Ability to both explain complex concepts to non-technical collaborators and have technical discussions with engineers ",not mentioned
102,,Financial Analyst - Intern,Intercap Capital ,Financial Services,"Cairo, Egypt • 11-50 employees",https://wuzzuf.net/jobs/careers/Intercap-Capital-Egypt-25668,"Dokki, Giza",Posted 2 months ago,2023-11-27,0 to 1 year,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,2000 to 3000 EGP Per Month,Accounting/Finance - Analyst/Research ,Finance - Accounting - Research - Analysis - Financial Analysis - Financial Reports - English - Arabic - MS Office ,"Consolidate and analyze financial data (budgets, income statement forecasts etc) taking into account company’s goals and financial standing - Provide creative alternatives and recommendations to reduce costs and improve financial performance - Assemble and summarize data to structure sophisticated reports on financial status and risks - Develop financial models, conduct benchmarking and process analysis - Conduct business studies on past, future and comparative performance and develop forecast models - Identify trends, advise company and recommend actions to a senior financial analyst based on sound analysis - Track and determine financial status by analyzing actual results in comparison with forecasts - Reconcile transactions by comparing and correcting data - Gain and update job knowledge to remain informed about novelty in the field - Consult with management to guide and influence long term and strategic decision making within the broadest scope - Drive process improvement and policy development initiatives that impact the function ",Qualified Finance Student or fresh Graduate - Ability to ensure work quality and accuracy - Good written & spoken communication skills in English and Arabic - Knowledge of MS Office Suite - 3 months training that will result in permanent position if person proves capable - Prefer candidates living close to our offices in Dokki - 
103,,Software Business Analyst,softprograms,Information Technology Services,"Cairo, Egypt • 11-50 employees",https://wuzzuf.net/jobs/careers/softprograms-Egypt-88014,"Nasr City, Cairo",Posted 2 months ago,2023-11-27,4 to 7 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development - Analyst/Research ,Agile - Business Analysis - Communication skills - Information Technology (IT) - Microsoft Office - Software Development ,"Works with the technology and business groups to define project specifications. - Understanding project objectives and capturing business requirements through active listening & questioning techniques. - Analysis of stakeholder activities to understand their strengths and weaknesses to determine opportunities to automate processes and functions. - Translates complex business, functional and technical requirements into detailed work tasks and prepares project scope statements. - Develops innovative solutions for customers’ requirements. - Prepares detailed analysis documents with defined and appropriate techniques for functional and non-functional requirements. - Participates in the lifecycle development process of product definition through design, development, test, release, and maintenance. - Supports developers and QC engineers by clarifying requirements or business concerns generated anytime within the lifecycle development process. - Understanding the dynamic market needs and provide inputs for additional features for existing products. - Communicates effectively with product owners’ insights and supports cross-functional team members and management. - Perform product demos to customers and develop relationships in key clients. - Staying up-to-date on the latest process and IT advancements to automate and modernize systems. ","Bachelor's degree in Computer Science, Information Systems, or equivalent. - 4+ years of proven work experience in software business analysis. - Knowledge of software technology, computer programming experience, and broad business knowledge. - Proficient in Microsoft Office programs (Access, Excel, Project, PowerPoint, etc.) and Software Design Tools. - Ability to elicit and document functional requirements, write specifications, use cases, and design user interface requirements for applications. - Basic concepts of Programming. - Understand fundamentals of software development processes and procedures. - Experience with iterative development and agile/scrum. - Very good English writing/reading and verbal skills. - Strong attention to detail and multi-tasking skills. - Excellent problem-solving and analytical skills - Excellent verbal and written communication skills. - Positive attitude even under high pressure and stressful situations - Ability to work in a fast-paced environment and meet tight deadlines - "
104,,Data Analytics Intern,Merck Sharp & Dohme Corp,unknown,"Cairo, Egypt • ",https://wuzzuf.net/jobs/careers/Merck Sharp & Dohme Corp-Egypt-94727,"Dubai, United Arab Emirates",Posted 26 days ago,2023-11-27,Not Specified,Not specified ,Not Specified,Confidential,IT/Software Development - Analyst/Research - Engineering - Telecom/Technology ,Computer Science - Information Technology (IT) - SQL - Analysis - Data Analytics - BI - Data Analysis - Administration - Computer Engineering - Data Entry - Engineering - Business Inteligence - ETL - Economics - Frontend - Microsoft Office - SAP - SAP Analytics - Software Development - Software Engineering ,"Gain hands on experience within the pharmaceutical industry - Ability to grow your potential and be part of a diverse team of employees  - Work within a challenging and dynamic work environment - Gain strong analytical and problem solving skills - As a member of the Commercial Operations department and of the Data team you will have the opportunity to contribute to the transformation, harmonization and continuous improvement of the way analysis and insights are created, by leveraging on innovative data platforms, in order to deliver actionable insights to the business. - Fluency in English - Graduating in 2024 or after - Ability to work 40 hours per week - Skills in data analysis, proficient in Excel - Preferred experience in visualization tools like Qlik - Strong analytical mindset, structured and organized, proactive & striving for excellence, self-driven with efficient reporting capability - Stipend 2000 AED monthly - Buddy and mentor support during your journey - Learning opportunities. ",not mentioned
