,role_title,company_name,company_industry,company_headquarter,company_url,location_of_job,posted_time,collect_date,experience_needed,career_level,education_level,salary,job_categories,skills_and_tools,job_description,job_requirements
97,Financial Analyst - Investments & Banking,Talaat Moustafa Group,"Real Estate/Property Management, Retail",Egypt • More than 1000 employees,https://wuzzuf.net/jobs/careers/Talaat-Moustafa-Group-Egypt-3106,"Dokki, Giza",Posted 29 days ago,11/8/2023,3 to 6 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Accounting/Finance - Banking - Analyst/Research ,Accounting - Analysis - Banking - Business Administration - Commerce - Communication skills - Economics - excel - Finance - Financial - Financial Analysis - Research ,"The candidate will be responsible for monitoring the performance of a large portfolio of real estate assets managed by the group, versus business plan and existing contracts, and preparing necessary periodical reports to top management and external investors.  - The candidate will participate in preparing financial models and feasibility studies for new projects and assist in finding creative financing solutions and unlocking shareholder value for investors.  - The candidate will be part of a team overlooking over EGP 30Bn in assets and funding. - Financial Analysis: Conduct in-depth financial analysis of real estate investment opportunities, including cash flow modeling, valuation analysis, and risk assessment. - Due Diligence: Perform thorough due diligence on potential investments, including market research, property evaluations, and financial feasibility studies. - Investment Strategy: Collaborate with senior management to develop and refine investment strategies, identifying potential risks and opportunities in the real estate market. - Deal Execution: Assist in the execution of real estate transactions, including preparing investment memorandums, conducting negotiations, and managing the closing process. - Market Research: Stay updated on industry trends, market conditions, and regulatory changes that may impact investment decisions, providing insightful analysis to guide investment strategies. - Financial Modeling: Develop and maintain complex financial models to assess the financial performance and viability of real estate projects. - Reporting and Presentation: Prepare comprehensive reports, investment presentations, and investment committee materials to effectively communicate investment recommendations and strategies. - Relationship Management: Build and maintain relationships with key stakeholders, including investors, financial institutions, and industry professionals, to facilitate deal flow and enhance business development opportunities. - Team Collaboration: Collaborate with cross-functional teams, including legal, finance, and operations, to ensure seamless execution of investment initiatives. ","Education: bachelor’s degree in finance, Economics, Business Administration, or a related field. A master’s degree in finance or a similar discipline is preferred. - Experience: Minimum of [5] years of experience in investment banking, financial advisory, or real estate investment, with a focus on financial analysis, due diligence, and deal execution. - Financial Acumen: Strong understanding of financial concepts, investment valuation methodologies, and financial modeling techniques. Proficiency in analyzing financial statements and conducting market research. - Real Estate Knowledge: Solid knowledge of the real estate industry, including property types, market dynamics, and investment strategies. Previous experience in real estate investment banking is highly desirable. - Analytical Skills: Exceptional analytical and problem-solving abilities, with the capacity to analyze complex financial data, identify trends, and make informed recommendations. - Communication Skills: Excellent written and verbal communication skills, with the ability to present complex financial information in a clear and concise manner. Strong presentation and negotiation skills are essential. - Software Proficiency: Proficiency in financial modeling software (e.g., Excel, Argus), investment analysis tools, and presentation software. Knowledge of Bloomberg or similar financial data platforms is a plus. - "
98,Cyber Security Analyst,"HealthPlan Services, Inc.",unknown,"Riyadh, Saudi Arabia • ","https://wuzzuf.net/jobs/careers/HealthPlan Services, Inc.-Saudi Arabia-94738","Riyadh, Saudi Arabia",Posted 28 days ago,11/8/2023,Not Specified,Not specified ,Not Specified,Confidential,IT/Software Development - Analyst/Research - Engineering - Telecom/Technology ,Information Technology (IT) - Computer Science - Engineering - Cyber Security - Telecommunication - Linux - Networks - Computer Engineering - Microsoft Office - Networking - Security - .NET - CEH - CISSP - Cybersecurity - Information Security - Microsoft Excel - NIST - Network Security - Sales ,,not mentioned
99,Financial Analyst,DAF Holding,Information Technology Services,Egypt • 11-50 employees,https://wuzzuf.net/jobs/careers/-95257,"Cairo, Egypt",Posted 1 month ago,11/8/2023,3 to 5 years,Experienced (Non-Manager),Not Specified,Confidential,Accounting/Finance ,Corporate Finance - Financial Analysis - Financial Forecasting - Forecasting - Financial - Finance - Reporting ,"Consolidate and analyze financial data (budgets, income statement forecasts etc) taking into account company’s goals and financial standing - Provide creative alternatives and recommendations to reduce costs and improve financial performance - Assemble and summarize data to structure sophisticated reports on financial status and risks - Develop financial models, conduct benchmarking and process analysis - Conduct business studies on past, future and comparative performance and develop forecast models - Identify trends, advise company and recommend actions to a senior financial analyst based on sound analysis - Track and determine financial status by analyzing actual results in comparison with forecasts - Reconcile transactions by comparing and correcting data - Gain and update job knowledge to remain informed about novelty in the field - Consult with management to guide and influence long term and strategic decision making within the broadest scope - Drive process improvement and policy development initiatives that impact the function ","Proven working experience as a Finance Analyst - Proficient in spreadsheets, databases, MS Office and financial software applications - Hands on experience with statistical analysis and statistical packages - Outstanding presentation, reporting and communication skills - Proven knowledge of financial forecasting and diagnosis, corporate finance and information analysis - Well informed in current financial subjects, accounting, tax laws, money market and business environments - BS degree in Finance, Economics or related field - "
100,SOC Analyst,Cyber Gate Defense,unknown,"Abu Dhabi, United Arab Emirates • ",https://wuzzuf.net/jobs/careers/Cyber Gate Defense-United Arab Emirates-95315,"Abu Dhabi, United Arab Emirates",Posted 29 days ago,11/8/2023,Not Specified,Not specified ,Not Specified,Confidential,IT/Software Development - Analyst/Research - Engineering - Telecom/Technology ,Information Technology (IT) - Technical Analysis - Computer Science - SIEM - IDS Systems - TCP/IP - cyber Security - Cyber Espionage - Firewall - IPS - SOC - Security - Security Operations - Software Development - WAF - BRO Scripting - CEH - CIH - CIR - CSA ,,not mentioned
101,Workforce Analyst,Enable,Outsourcing/Offshoring,"Giza, Egypt • More than 1000 employees",https://wuzzuf.net/jobs/careers/Enable-Egypt-72791,"Nasr City, Cairo",Posted 28 days ago,11/8/2023,1 to 2 years,Entry Level (Junior Level / Fresh Grad),Not Specified,Confidential,Other ,workforce - Workforce Management - MS Office - Analysis ,Ensure that Calls Accuracy within agreed target.  - Ensure that AHT Accuracy within agreed target. -  Prepare weekly schedule on time.  - Prepare monthly leaves sheet.  - Send the resignation mails on time and Handles contact center resignation cases with the HR department.  - Handle any other request within SLA.   - Participate in setting a new AHT target if needed in accordance with the Quality team.  ,"Bachelor’s degree - 6 months: 2 years of WFM experience. - Excellent knowledge of workforce management calculations, technologies, and key performance indicators. -  English: Good command of (Speaking, reading and writing).  - Strong data analytical skills. - Excellent computer literacy (MS Office package) with a strong focus on Microsoft ExcelProficient in WFM tools - Salesforce knowledge/experience is an advantage. - Highly organized and can work independently as well as with a team. - Ability to multi-task in a fast-paced environment. - "
102,Cost Senior Analyst,Kandil Industries,Manufacturing,"Cairo, Egypt • More than 1000 employees",https://wuzzuf.net/jobs/careers/Kandil-Industries-Egypt-6195,"10th of Ramadan City, Cairo",Posted 29 days ago,11/8/2023,More than 5 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Accounting/Finance - Analyst/Research ,Business Analysis - Finance Analysis - Accounting - Cost Accounting - Cost Analysis ,"Determine standard costs and evaluate differences between standard and actual costs.  - Prepare detailed reports on a regular and ad-hoc basis, charts, and graphs in support of analyses. - Primary support for the generation of the monthly internal financial package. - Collect and evaluate financial information. - Changes in procedures or methods should be tracked to determine the impact on total expenses. - Calculate the costs of existing and new items. - Examine data to help with reducing costs in all operations. - Provides detailed financial analysis and reports of expenses including breakdowns of project costs, forecasts of remaining expenses, and opportunities to increase efficiency. - Analyze revenue performance and sales forecast. - Generate, maintain and validate company KPIs. ","Bachelors degree in Commerce, Accounting is required. - 5 years of related experience is required. - Excellent analytical skills. - Excellent organizational skills and attention to detail. - Thorough understanding of cost accounting principles and procedures. - Proficient in Microsoft Office Suite or similar software, as well as, accounting software. - Excellent verbal and written communication skills. - "
103,Financial Analyst,Hands of Hope Physical Therapy & Wellness,Healthcare and Medical Services,"Cairo, Egypt • 51-100 employees",https://wuzzuf.net/jobs/careers/--76168,"Maadi, Cairo",Posted 1 month ago,11/8/2023,7 to 10 years,Manager ,Not Specified,Confidential,Accounting/Finance ,Accounting - Financial - Financial Analysis - Financial Planning - Planning - Finance - English - CMA ,,
104,Business Analyst,Aman,Retail,"Giza, Egypt • 501-1000 employees",https://wuzzuf.net/jobs/careers/Aman-Egypt-18390,"6th of October, Giza",Posted 2 months ago,11/8/2023,2 to 5 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development - Engineering - Telecom/Technology ,Analysis - Business Analysis - Information Technology (IT) - Computer Science - IT - SQL - systems analysis - Technical Writing - business - Data - quality ,"Examine current and new business procedures. - Identify effective solutions for business software system challenges. - Recommend solutions for improving and restructuring company procedures, and clarify these solutions for stakeholders using UML methodologies - Establish specifications for new projects by developing project goals, phases, and budget. - Elicit new business requirements with stakeholders, then clarify specifications to technical and business team. - Perform UAT session to stakeholders in order to take a sign off to launch the new projects, and present high level requirements to management team through BRD. ",Previous experience in Business / Systems Analysis or Quality Assurance - A degree in IT / Computer Science - Proven experience in eliciting requirements and testing - Experience in analysing data to draw business-relevant conclusions and in data visualization techniques and tools - Solid experience in writing SQL queries - Basic knowledge in generating process documentation - Strong written and verbal communication skills including technical writing skills - 
105,Data Analyst,ITCan,Marketing and Advertising,"Cairo, Egypt • 51-100 employees",https://wuzzuf.net/jobs/careers/ITCan-Egypt-27905,"Rehab City, Cairo",Posted 2 months ago,11/8/2023,2 to 5 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Analyst/Research ,BI - Analysis - analytical - Computer Science - Data Analysis - Development - Engineering - Information Technology (IT) - Power BI - Data - Science - Tableau - Microsoft Power BI - dashboards - data modeling - data visualization ,"Designing, developing and maintaining business intelligence solutions. - Crafting and executing queries upon request for data. - Presenting information through reports and visualization. - Interact with the team to gain an understanding of the business environment, technical context and organizational strategic direction. - Ensuring data accuracy, performance, usability, and functionality requirements of BI platform. - Collaborate with teams to integrate all data-based systems. - Manage data through MS Excel, Google sheets, and SQL applications, as required and support other analytics platform. - Develop and execute database queries and conduct analyses. - Create visualizations and reports for requested projects. - Develop and update technical documentation requirements. ","BSc/BA in Computer Science, Engineering, or relevant field.  - Financial experience and Marketing background is a plus.  - Strong Power BI development skills including Migration of existing deliverables to PowerBI.  - Ability to work autonomously.  - Data modeling, Calculations, Conversions, - Proven experience as a Power BI Developer is a must. Industry experience is preferred. -  Familiarity with other BI tools (Tableau, QlikView).  - Excellent analytical skills. - "
106,Business Analyst - Multinational Company,Pillars,"Human Resources, Recruitment and Staffing","Cairo, Egypt • 1-10 employees",https://wuzzuf.net/jobs/careers/Pillars-Egypt-4586,"Cairo, Egypt",Posted 2 months ago,11/8/2023,More than 3 years,Experienced (Non-Manager),Not Specified,Confidential,Business Development - IT/Software Development - Analyst/Research ,Analysis - business - Business Analysis - Information Technology (IT) - Data Analysis - English - Management - Computer Science - SAP S/4 Hana ,"Evaluating existing business processes across business functions (Finance, Supply Chain, Sales, Production) and identifying areas for improvement in line with best practices and industry standards - Serving as a thought leader for business processes that promote increased efficiency and productivity on multiple levels - Identifying substandard systems and processes through the evaluation of real-time operational and commercial data and outlining the business impact - Creating functional specifications for proposed solutions​ and liaising with various stakeholders for the sign-off - Creating precise management plans for every project, with attention to transparent communication at all levels - Supporting business transition and helping to establish change - Staying up-to-date on the latest processes and IT advancements to automate and modernize systems and processes. ","A bachelor’s degree in business or related field. A master's degree such as an MBA will be advantageous. - A minimum of 3 years of experience in business analysis preferably in a manufacturing industry. Experience with SAP S/4 Hana will be preferred. - Ability to interpret quantitative and qualitative data analysis to improve project delivery - Proven ability to manage medium-scale projects and user testing - Proficient in writing SQL queries - Strong working knowledge of MS Office suite, including Visio - Excellent planning, organizational, and time management skills. - Excellent verbal and written communication skills in English - "
107,Senior systems analyst,Perfect Presentation,Information Technology Services,"Cairo, Egypt • 11-50 employees",https://wuzzuf.net/jobs/careers/PERFECT-PRESENTAION-Egypt-10124,"6th of October, Giza",Posted 1 month ago,11/8/2023,8 to 10 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development ,analytical - BI - excel - Software Development - Microsoft - Information Technology (IT) - Planning ,Defines application problem by conferring with clients; evaluating procedures and processes. - Develops solution by preparing and evaluating alternative workflow solutions. - Controls solution by establishing specifications; coordinating production with programmers. - Validates results by testing programs. - Familiar with data analytical tools - Ensures operation by training client personnel; providing support. - Provides reference by writing documentation. - Updates job knowledge by participating in educational opportunities; reading professional publications; maintaining personal networks; participating in professional organizations. ,"Bachelor of Engineering or a Bachelor of Technology degree from a recognized university. - 8+ years of relevant experience.  - Exceptional analytical and conceptual thinking skills. - The ability to influence stakeholders and work closely with them to determine acceptable solutions. - Advanced technical skills. - Excellent documentation skills. - Fundamental analytical and conceptual thinking skills. - Experience creating detailed reports and giving presentations. - Competency in Microsoft applications including Word, Excel, and Outlook. - A record of accomplishment of following through on commitments. - Excellent planning, organizational, and time management skills. - Preferred to have experience in Power BI, Web Services & DB - "
108,Senior Data & Analytics Specialist,Etihad Airways,unknown,"Abu Dhabi, United Arab Emirates • ",https://wuzzuf.net/jobs/careers/Etihad Airways-United Arab Emirates-91687,"Abu Dhabi, United Arab Emirates",Posted 12 days ago,11/8/2023,Not Specified,Not specified ,Not Specified,Confidential,IT/Software Development - Analyst/Research - Engineering - Telecom/Technology ,Information Technology (IT) - Computer Science - Engineering - SQL - Microsoft Office - Software Development - Software Engineering - Analysis - Data Analysis - ETL - Troubleshooting - Python - Data Warehouse - Computer Engineering - MySQL - Software - Data Integration - Microsoft SQL Server - Telecommunication - Testing ,"Support the development & execution of core sales data/reports/dashboards  - Execute quantitative analyses of data and trends to proactively deliver insights, define goals, and drive program improvements. - Execute solutions to business problems using data analysis, data mining, optimization tools, statistical modelling and machine learning techniques - Create and ideate bespoke solutions and dashboards to empower operational and exploratory analysis.  - Development of new data models and management of Reference data.  - Management of sales data system inputs and data quality - Summarize / visualize results and highlight insights & opportunities for sales teams - Bachelor’s Degree in Computer Science, Statistics, Operations Research, Economics or Business Administration - 3+ years working experience in a complex numerate and analytical environment, experience within airline industry preferred - Demonstrated experience in manipulating and analysing complex, high-volume, high-dimensionality data from varying sources to highlight patterns and relationships. - 2+ years of experience using database querying tools and ability to write complex queries using Azure, SQL and/or Microsoft SQL - 2+ years of experience in any of visualization tool (Pow er BI, Tableau, Spotfire, etc. - Proven knowledge of Microsoft Office and minimum 2+ years of hands on experience of scripting tools like R, Python - Well-developed analytical and problem-solving skills with solid experience in business analysis, and at least 2 of; segmentation, regression analysis, clustering, forecasting, web analytics ",not mentioned
109,Senior Data Scientist,Malaa,unknown,"Riyadh, Saudi Arabia • ",https://wuzzuf.net/jobs/careers/Malaa-Saudi Arabia-96412,"Riyadh, Saudi Arabia",Posted 2 days ago,11/8/2023,Not Specified,Not specified ,Not Specified,Confidential,IT/Software Development - Analyst/Research - Engineering - Telecom/Technology ,Computer Science - Information Technology (IT) - SQL - Python - Engineering - Data Analysis - Software Development - Data Science - Software Engineering - Analysis - Microsoft Office - MySQL - Java - ETL - Machine Learning - Computer Engineering - Troubleshooting - Data Scientist - Data Warehouse - Programming ,"Perform analyses on large sets of data to extract practical insights that will help drive product, platform, and business decisions - Training and evaluating machine learning models to solve product problems and to develop the user experience - Use existing software solutions to support the process of developing machine learning models, or introduce new ones (DBs, Vector DBs, feature stores, labeling tools, ..etc) - Build evaluation processes for models that make their performance visible and comparable to later iterations - Have the autonomy to identify unaddressed problems in the business as well as offer new, improved solutions to existing challenges. - Work closely with cross-functional teams of engineers, product owners, designers, and business decision-makers who are passionate about Malaa’s success - Help us develop our practices around collaboration in making machine learning models in terms of model evaluation, testing, version control of code, data, and model artifacts. - 2+ years of experience working on data science/machine learning engineering projects. - Great Python software development skills and experience with machine learning libraries (e.g., PyTorch, Scikit Learn). - General understanding of machine learning algorithms and models - Technical competence to perform advanced analytics: coding skills for analytics and data extraction (such as SQL, Python, Pandas) and data visualization skills - Ability to both explain complex concepts to non-technical collaborators and have technical discussions with engineers ",not mentioned
110,Reporting Specialist,500 Global,unknown,"Riyadh, Saudi Arabia • ",https://wuzzuf.net/jobs/careers/500 Global-Saudi Arabia-95459,"Riyadh, Saudi Arabia",Posted 25 days ago,11/8/2023,Not Specified,Not specified ,Not Specified,Confidential,Accounting/Finance - Administration - Analyst/Research ,Reporting - Finance - Microsoft Excel - Accounting - Analysis - Financial Analysis - Commerce - Financial Management - Microsoft Office - Business Analysis - Administration - Budgeting - Customer Service - Customer Support - ERP - English - SAP - Analyst - Computer Science - Data Analysis ,"Assist the Investment team to drive timely and accurate information flow from the portfolio companies to the fund. - Lead on analyzing the data and processing reports, including quarterly and annual reports for our LPs, auditors, internal HQ, and other stakeholders. - Liaise with the Finance team to assist with fulfillment of fund audit requirements. - Design and implement reporting dashboards, templates, and the associated data pipeline to deliver insights and enhance the workflows of internal teams. - Advise and monitor data collection to ensure proper data input (identify and recommend new ways to streamline data input). - Work with the Investment & Fund Accounting teams to consistently improve the quality and scope of our reporting process. - Bachelor’s degree in Business, Finance, or related field - 1-2 years of experience in venture capital, investment banking, or accounting - Advanced problem-solving skills and the ability to think strategically, analytically and creatively - Highly organized, shown to meet tight deadlines along with consistent accuracy - Exceptional attention to detail - Proficiency in Excel, Google Docs, MS Office, CRMs, etc - Expert spreadsheet experience (formulas, dashboards, charts, etc) - Excellent written and verbal communication skills in both English and Arabic - Ability to work in a fast paced, rapidly changing environment under pressure - Global and cultural awareness, be excited about working in a diverse environment with different types of people from around the world speaking different languages - Experience working internationally - Familiarity with cross cultural business - Experience working with Ironclad, Salesforce, or other similar tools and services ",not mentioned
111,Data Entry Specialist (Banking Sector),Talaat Moustafa Group,"Real Estate/Property Management, Retail",Egypt • More than 1000 employees,https://wuzzuf.net/jobs/careers/Talaat-Moustafa-Group-Egypt-3106,"Rehab City, Cairo",Posted 10 days ago,11/8/2023,1 to 2 years,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Confidential,Administration - Customer Service/Support - Analyst/Research ,Administration - Communication - Communication skills - computer - Computer Skills - Customer Service - Data - Data Entry - Database - Microsoft Office - excel - Software ,Accurately enter and verify a high volume of financial and customer data into the designated database systems. - Perform data quality checks to ensure accuracy and completeness of information entered. - Maintain confidentiality and security of sensitive financial and customer information. - Update and maintain accurate records of all data entry activities and transactions. - Identify and report any data discrepancies or errors to the appropriate personnel. - Collaborate with other departments to resolve data-related issues or inquiries. - Follow established procedures and guidelines for data entry and data management. - Ensure compliance with data privacy regulations and internal policies. - Participate in training sessions to enhance data entry skills and knowledge of banking procedures. - Contribute to process improvement initiatives to enhance the efficiency and accuracy of data entry operations. ,"Proven experience in data entry or related administrative roles, preferably within the banking sector. - Proficiency in using data entry software and tools, as well as familiarity with database systems. - Excellent attention to detail and accuracy in data entry tasks. - Good communication skills, both written and verbal. - Ability to maintain confidentiality and handle sensitive information with integrity. - Strong computer skills, including proficiency in MS Office applications (e.g., Excel, Word). - Ability to work independently and as part of a team in a fast-paced environment. - "
112,Data Analytics Intern,Merck Sharp & Dohme Corp,unknown,"Cairo, Egypt • ",https://wuzzuf.net/jobs/careers/Merck Sharp & Dohme Corp-Egypt-94727,"Dubai, United Arab Emirates",Posted 7 days ago,11/8/2023,Not Specified,Not specified ,Not Specified,Confidential,IT/Software Development - Analyst/Research - Engineering - Telecom/Technology ,Computer Science - Information Technology (IT) - SQL - Analysis - Data Analytics - BI - Data Analysis - Administration - Computer Engineering - Data Entry - Engineering - Business Inteligence - ETL - Economics - Frontend - Microsoft Office - SAP - SAP Analytics - Software Development - Software Engineering ,"Gain hands on experience within the pharmaceutical industry - Ability to grow your potential and be part of a diverse team of employees  - Work within a challenging and dynamic work environment - Gain strong analytical and problem solving skills - As a member of the Commercial Operations department and of the Data team you will have the opportunity to contribute to the transformation, harmonization and continuous improvement of the way analysis and insights are created, by leveraging on innovative data platforms, in order to deliver actionable insights to the business. - Fluency in English - Graduating in 2024 or after - Ability to work 40 hours per week - Skills in data analysis, proficient in Excel - Preferred experience in visualization tools like Qlik - Strong analytical mindset, structured and organized, proactive & striving for excellence, self-driven with efficient reporting capability - Stipend 2000 AED monthly - Buddy and mentor support during your journey - Learning opportunities. ",not mentioned
113,Senior Cost Analyst,El Teriak Industrial Group,"Agriculture/Fishing/Farming, Automotive, Manufacturing","Cairo, Egypt • More than 1000 employees",https://wuzzuf.net/jobs/careers/El-Teriak-Industrial-Group-Egypt-17942,"6th of October, Giza",Posted 1 month ago,11/8/2023,5 to 10 years,Experienced (Non-Manager),Not Specified,Confidential,Accounting/Finance - Manufacturing/Production - Engineering - Mechanical/Electrical ,Accounting - analytical - Cost Accounting - Finance - Financial Analysis - Manufacturing - Cost Analyst - Financial - CPA - Cost - ERP - Analyst - Cost Control - Cost Analysis - Cost Reduction - Cost Engineering - Cost Management - Cost Estimation - Cost Estimating - product cost ,"Interact with the engineering team, procurement, quality, manufacturing, marketing and suppliers - Primary responsibility will be to calculate part prices and tooling investments, both in new projects and support projects currently in progress - Gather and analyze financial data - Determine standard costs and investigate variances with actual costs - Prepare detailed reports, both periodically and ad-hoc - Help management make important decisions based on costs and benefits (e.g. investments, market growth, pricing changes) - Create and manage budgets, and monitor spending - Conduct audits on financial processes and transactions - Monitor changes in processes or methods to calculate effects on overall costs - Estimate product costs for existing and new products - Forecast and analyze costs of processes, labor and inventory - Suggest cost-reducing or profitable solutions - Conduct market research to support future business planning ","Proven experience as a cost analyst, cost specialist or similar role - Experience in data, operational and financial analysis - Knowledge of accounting processes and software - Strong analytical skills - A business acumen - Great attention to detail - Good communication aptitude - Degree in Finance, Accounting or similar field; Certified Public Accountant (CPA) preferred - Proven work experience as a Cost Accountant, Cost Analyst, Accountant or similar role  - Thorough knowledge of accounting procedures  - Work on ERP System is a must. - "
114,Data Validation,Confidential Company ,unknown,unknown,unknown,"6th of October, Giza",Posted 7 days ago,11/8/2023,0 to 1 year,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Confidential,Administration - Other - Analyst/Research ,computer - Data Entry - Admin ,Perform Validation Actions on the system. - Handle the traffic fines on system within the agreed actions & quality measurements. - Escalate the sever complaints to the higher level (team Leader or supervisor) - Achieve the agreed target placed from the management. ,Bachelor's degree. - Fresh graduates are most welcome to apply. - Very good Computer skills. - Can work under stress. - Flexible. - 
115,Data Governance Manager,Foreground Consultancy,unknown,"Riyadh, Saudi Arabia • ",https://wuzzuf.net/jobs/careers/Foreground Consultancy-Saudi Arabia-94899,"Doha, Qatar",Posted 13 days ago,11/8/2023,Not Specified,Not specified ,Not Specified,Confidential,IT/Software Development - Analyst/Research - Engineering - Telecom/Technology ,Information Technology (IT) - Computer Science - Microsoft Office - Data Management - Engineering - Management - SQL - Administration - Data Analysis - Project Management - Analysis - Big Data - Database - Business Administration - Computer Hardware - Data - Data Center - Data Center Management - Data Governance - Oracle ,"Manage and embed Data Quality projects/ initiatives that will deliver tangible data quality improvement through root cause analysis, data cleansing etc. - Establish and govern an enterprise data governance implementation roadmap that is aligned with company's strategic direction. - Roll out a data governance framework, with a focus on improvement of data quality and the protection of sensitive data through modifications to organization behavior policies and standards, principles, governance metrics, processes, related tools and data architecture. - Define roles and responsibilities related to data governance and ensure clear accountability of corporate data systems. - Ensure that the requirements for protecting sensitive data are clearly defined, communicated, and well understood and considered as part of operational prioritization and planning. - Facilitate the development and implementation of data quality standards and data protection standards across the company. - Define indicators of performance and quality metrics and ensure compliance with data related policies, standards, roles, and responsibilities. - Identify new business opportunities pertaining to the use of information assets to achieve efficiency and effectiveness in the marketplace. - Bachelors or masters in computer science, Information Systems, or other IT related field. - Minimum 5 years in a senior management role with board level change or transformation leadership experience. - Strong knowledge of industry leading data quality and data protection management practices. - Strong knowledge of data related to government regulatory requirements and emerging trends and issues. - Internally and externally recognized subject matter experts that influence the way things are done. ",not mentioned
116,Compliance Analyst,Confidential Company ,unknown,unknown,unknown,"Cairo, Egypt",Posted 1 month ago,11/8/2023,8 to 12 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development - Analyst/Research ,Software Development - Analysis - Compliance - CISSP - CRISC ,"Perform other duties as assigned to ensure the smooth functioning of the department and maintain the reputation of the organization as a viable business partner. - Recommend programmatic and technical directions and operate with a high degree of independence in matters relating to the investigation, impact, and analysis of security incidents, decisions regarding risk, and measures for computer and network security. - Operate with a high degree of independence in project management activities, including the development of project plans and budget/resource estimates. - Risk - Lead the development and implementation of the system-wide risk management function of the information security program to ensure information security risks are identified and monitored. - Internally assess, evaluate, and make recommendations to management regarding the adequacy of the security controls for the University's information and technology systems. - Policy/Compliance - Lead the system-wide information security compliance program, ensuring IT activities, processes, and procedures meet defined requirements, policies, and regulations. - Develop and implement effective and reasonable policies and practices to secure protected and sensitive data and ensure information security and compliance with relevant legislation and legal interpretation. - Execute strategy for dealing with an increasing number of audits, compliance checks, and external assessment processes for internal/external auditors, PCI DSS, ITAR, HIPAA, NIST 800-171, and FISMA - Outreach/Awareness. - Interacts in both oral and written communications with all levels of System staff including; Computer center staff, developers and other ITS staff, campus technical staff, general counsel, auditors, and all System staff and students and technology vendors and contractors, in matters related to information security and security awareness materials. - Audit - Work with Internal Audit, State Board of Regents, Auditor General's Office, and outside consultants as appropriate on required security assessments and audits - Coordinate and track all information technology and security-related audits including the scope of audits, colleges/units involved, timelines, auditing agencies, and outcomes. Work with auditors as appropriate to keep audit focus in scope, maintain excellent relationships with audit entities, and provide a consistent perspective that continually puts the institution in its best light. Provide guidance, evaluation, and advocacy on audit responses. ","Problem-Solving Skills. - Must be able to assess computer hardware, software, and systems for security risks or violations and work with ITS and campus staff and technology vendors to recommend solutions. - Develop strategies to address awareness and training for all stakeholders as well as technical solutions. - Must be able to assess the status of complex multi-location projects as well as identify and implement appropriate corrective measures to resolve issues as they arise. - Must have a strong customer service orientation and the ability to project that attitude to customers in remote locations. - Contingency planning (IR, BC, DR) - Knowledge, Skills, and Abilities - Minimum Qualifications - IT skills with a high level of information security experience and expertise - Knowledge of information security risk management frameworks and compliance practices. - Knowledge of securing network technologies, client, and server operating systems. - Ability to develop security standards and guidelines based on best practices and industry standards - Experience responding to, analyzing, and communicating information security incidents - planning and managing security projects - Excellent interpersonal, communication, and presentation skills, including formal report-writing experience - Understanding of common security standards and regulations relating to a higher education environment (e.g., PCI DSS, FERPA, ISO2700x, etc.) - Must be well versed with laws affecting the higher education environment in the following areas: - Student Privacy - Health Care - Finance - Research Compliance - State Regulations. - Preferred Qualifications: - Bachelor’s degree in information technology or other related field. - Information security experience in higher education or state/local government. - Skills in documenting risk and compliance activities. - Information security-related training or certifications such as CISSP or CRISC. - Experience performing information security audits or risk assessments. - Familiarity with security auditing processes. - Must be familiar with dashboard creation. - Must have an understanding of campus policy development and dissemination. - 8 - 10 years of experience. - "
117,UAE National - Statistics & Data Analytics Fresh Graduates | Al Futtaim Automotive | Logistics,Al Futtaim Group - Other locations,unknown,"Dubai, United Arab Emirates • ",https://wuzzuf.net/jobs/careers/Al Futtaim Group - Other locations-United Arab Emirates-91431,Other locations ,Posted 11 days ago,11/8/2023,Not Specified,Not specified ,Not Specified,Confidential,Administration - Customer Service/Support - Marketing/PR/Advertising ,Administration - Customer Care - Customer Support - Microsoft Office - Customer Service - Management - Admin - E-marketing - Health & Safety - Marketing - Office Management - Project Management - Quality - Android - Automotive - Business Development - CRM - CRM Marketing - CUST - Call Center ,,not mentioned
